uf,mes,de_type,freight_id,price,price_por_dia,contract_days,encontrou_motorista,qt_atividades_falcon,qt_horas_falcon,uf_ajustado,sucesso
SP,2025-02-01,Coleta/Entrega,144999,660,220.0,3,sim,8.0,3.0,SP,1
SP_RM,2025-02-01,Coleta/Entrega,145003,288,288.0,1,sim,7.0,1.0,SP_RM,1
SP,2025-02-01,Coleta/Entrega,145004,440,220.0,2,sim,4.0,1.0,SP,1
PR,2025-02-01,Coleta/Entrega,145008,270,270.0,1,nao,1.0,1.0,PR,0
PR,2025-02-01,Diária,145009,610,305.0,2,sim,4.0,1.0,PR,1
RJ,2025-02-01,Coleta/Entrega,145010,799,266.3333333333333,3,sim,1.0,1.0,RJ,1
SP_RM,2025-02-01,Ajudante,145011,680,170.0,4,sim,6.0,1.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,145012,1175,235.0,5,sim,8.0,4.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,145013,305,305.0,1,sim,10.0,3.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,145014,660,220.0,3,sim,10.0,2.0,SP_RM,1
SP,2025-02-01,Diária,145019,1830,305.0,6,nao,15.0,5.0,SP,0
ES,2025-02-01,Ajudante,145025,180,180.0,1,sim,12.0,3.0,ES,1
RS,2025-02-01,Diária,145027,744,372.0,2,sim,4.0,1.0,RS,1
SP_RM,2025-02-01,Diária,145033,922,307.3333333333333,3,nao,4.0,1.0,SP_RM,0
SC,2025-02-01,Diária,145034,1830,305.0,6,sim,9.0,6.0,SC,1
ES,2025-02-01,Coleta/Entrega,145050,520,260.0,2,sim,4.0,1.0,ES,1
RS,2025-02-01,Coleta/Entrega,145052,793,264.3333333333333,3,sim,8.0,2.0,RS,1
MG,2025-02-01,Diária,145066,7015,305.0,23,sim,3.0,1.0,MG,1
MA,2025-02-01,Diária,145067,2135,305.0,7,sim,5.0,2.0,MA,1
MA,2025-02-01,Diária,145068,2135,305.0,7,sim,2.0,1.0,MA,1
SP_RM,2025-02-01,Diária,145074,572,286.0,2,sim,2.0,1.0,SP_RM,1
MG,2025-02-01,Ajudante,145090,450,150.0,3,sim,10.0,2.0,MG,1
SP,2025-02-01,Coleta/Entrega,145104,225,225.0,1,sim,4.0,1.0,SP,1
MG,2025-02-01,Ajudante,145107,375,125.0,3,nao,11.0,7.0,MG,0
MG,2025-02-01,Diária,145114,1495,373.75,4,sim,4.0,1.0,MG,1
SP,2025-02-01,Diária,145115,999,333.0,3,nao,3.0,1.0,SP,0
SC,2025-02-01,Coleta/Entrega,145121,235,235.0,1,nao,12.0,2.0,SC,0
SP,2025-02-01,Diária,145122,372,372.0,1,nao,7.0,30.0,SP,0
SP_RM,2025-02-01,Coleta/Entrega,145126,915,305.0,3,sim,12.0,2.0,SP_RM,1
RJ,2025-02-01,Coleta/Entrega,145128,1830,305.0,6,sim,11.0,1.0,RJ,1
SP,2025-02-01,Ajudante,145129,1050,175.0,6,sim,6.0,3.0,SP,1
SP_RM,2025-02-01,Coleta/Entrega,145132,220,220.0,1,nao,12.0,1.0,SP_RM,0
RJ,2025-02-01,Coleta/Entrega,145133,230,230.0,1,sim,12.0,2.0,RJ,1
SP,2025-02-01,Ajudante,145135,340,170.0,2,sim,15.0,10.0,SP,1
MG,2025-02-01,Coleta/Entrega,145142,816,272.0,3,sim,7.0,2.0,MG,1
SC,2025-02-01,Ajudante,145146,720,180.0,4,sim,8.0,2.0,SC,1
MG,2025-02-01,Coleta/Entrega,145160,819,273.0,3,nao,3.0,10.0,MG,0
RS,2025-02-01,Diária,145169,1220,305.0,4,nao,5.0,2.0,RS,0
SP,2025-03-01,Diária,145177,1525,305.0,5,sim,10.0,4.0,SP,1
SP_RM,2025-02-01,Coleta/Entrega,145178,690,230.0,3,sim,12.0,2.0,SP_RM,1
RJ,2025-02-01,Diária,145197,4880,305.0,16,sim,7.0,3.0,RJ,1
SP_RM,2025-02-01,Diária,145202,625,312.5,2,sim,11.0,4.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,145208,230,230.0,1,sim,10.0,2.0,SP_RM,1
SC,2025-02-01,Coleta/Entrega,145228,1579,263.1666666666667,6,sim,4.0,1.0,SC,1
SP_RM,2025-02-01,Ajudante,145237,125,125.0,1,nao,3.0,1.0,SP_RM,0
SP_RM,2025-02-01,Diária,145255,915,305.0,3,sim,5.0,2.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,145262,1260,180.0,7,sim,11.0,1.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,145267,480,160.0,3,sim,3.0,1.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,145273,480,160.0,3,sim,3.0,1.0,SP_RM,1
SP_RM,2025-02-01,Coleta/Entrega,145275,160,160.0,1,nao,1.0,1.0,SP_RM,0
SE,2025-02-01,Diária,145281,690,230.0,3,sim,4.0,3.0,"(AL, DF, PA, RN, SE)",1
SP,2025-02-01,Diária,145283,4750,296.875,16,sim,3.0,1.0,SP,1
SP,2025-02-01,Coleta/Entrega,145285,440,220.0,2,nao,9.0,2.0,SP,0
PR,2025-02-01,Diária,145286,9150,305.0,30,nao,11.0,14.0,PR,0
RJ,2025-02-01,Coleta/Entrega,145289,220,220.0,1,sim,10.0,2.0,RJ,1
SP_RM,2025-02-01,Ajudante,145291,200,100.0,2,sim,14.0,4.0,SP_RM,1
SP,2025-02-01,Diária,145293,1116,372.0,3,nao,7.0,2.0,SP,0
SP,2025-02-01,Diária,145294,1302,434.0,3,sim,1.0,1.0,SP,1
SP,2025-02-01,Diária,145306,5625,375.0,15,sim,5.0,2.0,SP,1
SP,2025-02-01,Diária,145309,1830,305.0,6,nao,5.0,2.0,SP,0
SP_RM,2025-02-01,Ajudante,145311,160,160.0,1,sim,4.0,1.0,SP_RM,1
MG,2025-02-01,Diária,145312,4160,260.0,16,sim,1.0,1.0,MG,1
PB,2025-02-01,Ajudante,145313,150,150.0,1,nao,3.0,1.0,PB,0
PB,2025-02-01,Ajudante,145314,150,150.0,1,sim,7.0,2.0,PB,1
SP,2025-02-01,Coleta/Entrega,145325,305,305.0,1,sim,6.0,2.0,SP,1
SP_RM,2025-02-01,Coleta/Entrega,145334,260,260.0,1,nao,12.0,2.0,SP_RM,0
SP_RM,2025-02-01,Ajudante,145336,120,120.0,1,nao,7.0,1.0,SP_RM,0
SP_RM,2025-02-01,Ajudante,145338,120,120.0,1,nao,18.0,9.0,SP_RM,0
PR,2025-02-01,Diária,145341,3355,305.0,11,sim,2.0,1.0,PR,1
GO,2025-02-01,Diária,145343,2440,305.0,8,sim,2.0,2.0,GO,1
PR,2025-03-01,Diária,145344,5460,260.0,21,sim,2.0,1.0,PR,1
SC,2025-02-01,Coleta/Entrega,145352,625,312.5,2,sim,11.0,3.0,SC,1
SP,2025-02-01,Diária,145353,225,225.0,1,sim,6.0,10.0,SP,1
MG,2025-02-01,Diária,145354,4575,305.0,15,sim,3.0,12.0,MG,1
ES,2025-02-01,Diária,145362,3355,305.0,11,nao,9.0,4.0,ES,0
SP_RM,2025-02-01,Ajudante,145367,150,150.0,1,nao,10.0,3.0,SP_RM,0
SP_RM,2025-02-01,Ajudante,145369,150,150.0,1,nao,15.0,7.0,SP_RM,0
SP_RM,2025-02-01,Ajudante,145370,150,150.0,1,sim,12.0,3.0,SP_RM,1
SP,2025-02-01,Diária,145371,610,305.0,2,nao,22.0,9.0,SP,0
SP_RM,2025-02-01,Coleta/Entrega,145377,260,260.0,1,sim,12.0,1.0,SP_RM,1
SP,2025-02-01,Coleta/Entrega,145379,270,270.0,1,nao,12.0,2.0,SP,0
SP,2025-02-01,Ajudante,145389,200,200.0,1,nao,19.0,7.0,SP,0
MG,2025-02-01,Ajudante,145397,130,130.0,1,sim,12.0,4.0,MG,1
SP_RM,2025-02-01,Diária,145419,6696,372.0,18,sim,4.0,6.0,SP_RM,1
SP_RM,2025-02-01,Diária,145422,1116,372.0,3,sim,4.0,1.0,SP_RM,1
SP,2025-02-01,Coleta/Entrega,145423,1560,260.0,6,sim,12.0,2.0,SP,1
SP,2025-02-01,Diária,145424,1220,305.0,4,sim,11.0,1.0,SP,1
SP_RM,2025-02-01,Ajudante,145425,125,125.0,1,nao,13.0,6.0,SP_RM,0
SP_RM,2025-02-01,Ajudante,145426,125,125.0,1,nao,16.0,6.0,SP_RM,0
SP,2025-03-01,Coleta/Entrega,145427,915,305.0,3,sim,10.0,4.0,SP,1
SP_RM,2025-03-01,Ajudante,145434,130,130.0,1,sim,9.0,5.0,SP_RM,1
SP,2025-02-01,Ajudante,145446,2220,185.0,12,sim,7.0,2.0,SP,1
SC,2025-02-01,Coleta/Entrega,145461,305,305.0,1,sim,12.0,1.0,SC,1
SC,2025-02-01,Coleta/Entrega,145462,305,305.0,1,nao,9.0,2.0,SC,0
SP_RM,2025-02-01,Diária,145463,915,305.0,3,sim,5.0,1.0,SP_RM,1
SP,2025-02-01,Diária,145473,160,160.0,1,sim,5.0,3.0,SP,1
MG,2025-02-01,Ajudante,145475,125,125.0,1,nao,8.0,3.0,MG,0
SP_RM,2025-02-01,Ajudante,145483,150,150.0,1,nao,12.0,3.0,SP_RM,0
SP,2025-02-01,Diária,145487,2135,305.0,7,nao,1.0,1.0,SP,0
SP_RM,2025-03-01,Ajudante,145489,170,170.0,1,nao,8.0,3.0,SP_RM,0
SP_RM,2025-03-01,Coleta/Entrega,145491,940,235.0,4,nao,10.0,3.0,SP_RM,0
ES,2025-02-01,Diária,145492,3355,305.0,11,nao,7.0,4.0,ES,0
SE,2025-02-01,Coleta/Entrega,145510,596,298.0,2,sim,9.0,6.0,"(AL, DF, PA, RN, SE)",1
SP_RM,2025-02-01,Coleta/Entrega,145591,451,225.5,2,sim,12.0,1.0,SP_RM,1
SP,2025-02-01,Coleta/Entrega,145598,220,220.0,1,sim,12.0,2.0,SP,1
SP_RM,2025-02-01,Coleta/Entrega,145612,260,260.0,1,nao,9.0,1.0,SP_RM,0
SP_RM,2025-02-01,Coleta/Entrega,145614,220,220.0,1,nao,9.0,3.0,SP_RM,0
RS,2025-02-01,Ajudante,145627,150,150.0,1,sim,5.0,1.0,RS,1
RS,2025-02-01,Ajudante,145628,150,150.0,1,sim,10.0,2.0,RS,1
RJ,2025-02-01,Diária,145637,4290,330.0,13,sim,6.0,6.0,RJ,1
SP_RM,2025-02-01,Ajudante,145641,180,180.0,1,nao,12.0,3.0,SP_RM,0
SP_RM,2025-02-01,Ajudante,145642,180,180.0,1,sim,8.0,2.0,SP_RM,1
PR,2025-02-01,Diária,145654,7150,476.6666666666667,15,sim,6.0,5.0,PR,1
MG,2025-02-01,Ajudante,145664,150,150.0,1,sim,6.0,2.0,MG,1
MG,2025-03-01,Ajudante,145667,600,150.0,4,sim,8.0,2.0,MG,1
MG,2025-03-01,Ajudante,145668,750,150.0,5,sim,6.0,5.0,MG,1
MG,2025-03-01,Ajudante,145669,150,150.0,1,sim,5.0,14.0,MG,1
SP,2025-02-01,Coleta/Entrega,145670,270,270.0,1,nao,9.0,1.0,SP,0
SP_RM,2025-03-01,Ajudante,145676,750,150.0,5,sim,20.0,12.0,SP_RM,1
PR,2025-03-01,Ajudante,145678,125,125.0,1,nao,4.0,2.0,PR,0
SP,2025-02-01,Ajudante,145683,240,120.0,2,nao,16.0,8.0,SP,0
GO,2025-02-01,Coleta/Entrega,145691,610,305.0,2,sim,1.0,1.0,GO,1
RS,2025-02-01,Ajudante,145693,180,180.0,1,sim,4.0,1.0,RS,1
SP_RM,2025-03-01,Ajudante,145695,650,130.0,5,sim,7.0,2.0,SP_RM,1
MG,2025-03-01,Ajudante,145703,160,160.0,1,nao,4.0,1.0,MG,0
SP,2025-03-01,Diária,145709,10875,375.0,29,sim,8.0,6.0,SP,1
SP,2025-02-01,Diária,145719,3355,305.0,11,sim,5.0,2.0,SP,1
SP,2025-03-01,Diária,145720,3355,305.0,11,sim,2.0,1.0,SP,1
PR,2025-03-01,Diária,145730,560,280.0,2,sim,8.0,3.0,PR,1
RJ,2025-02-01,Coleta/Entrega,145736,559,279.5,2,sim,13.0,3.0,RJ,1
RJ,2025-02-01,Coleta/Entrega,145737,247,247.0,1,sim,9.0,1.0,RJ,1
RS,2025-02-01,Diária,145758,260,260.0,1,nao,11.0,3.0,RS,0
PR,2025-02-01,Diária,145761,15925,482.57575757575756,33,sim,19.0,13.0,PR,1
SP_RM,2025-02-01,Diária,145766,9188,306.26666666666665,30,sim,5.0,6.0,SP_RM,1
SP,2025-03-01,Coleta/Entrega,145773,530,265.0,2,sim,1.0,1.0,SP,1
SP,2025-02-01,Coleta/Entrega,145779,915,305.0,3,nao,12.0,15.0,SP,0
SP,2025-02-01,Ajudante,145784,320,160.0,2,nao,13.0,7.0,SP,0
SP_RM,2025-02-01,Coleta/Entrega,145800,780,260.0,3,sim,12.0,1.0,SP_RM,1
SC,2025-02-01,Coleta/Entrega,145811,305,305.0,1,nao,11.0,2.0,SC,0
SP,2025-03-01,Coleta/Entrega,145817,270,270.0,1,sim,12.0,2.0,SP,1
SP,2025-02-01,Coleta/Entrega,145818,270,270.0,1,sim,12.0,3.0,SP,1
GO,2025-02-01,Diária,145826,11375,325.0,35,sim,7.0,12.0,GO,1
MG,2025-02-01,Coleta/Entrega,145827,276,276.0,1,nao,13.0,2.0,MG,0
SC,2025-02-01,Diária,145841,5032,296.0,17,sim,1.0,1.0,SC,1
SC,2025-02-01,Coleta/Entrega,145855,230,230.0,1,nao,7.0,1.0,SC,0
PR,2025-02-01,Coleta/Entrega,145883,427,427.0,1,sim,6.0,1.0,PR,1
PR,2025-02-01,Ajudante,145894,150,150.0,1,nao,14.0,11.0,PR,0
PR,2025-02-01,Ajudante,145895,150,150.0,1,nao,8.0,2.0,PR,0
RS,2025-03-01,Ajudante,145937,360,180.0,2,sim,6.0,1.0,RS,1
RS,2025-03-01,Coleta/Entrega,145940,1320,220.0,6,sim,11.0,2.0,RS,1
PR,2025-02-01,Diária,145957,8540,305.0,28,nao,10.0,3.0,PR,0
MG,2025-02-01,Diária,145960,600,300.0,2,sim,8.0,7.0,MG,1
MG,2025-02-01,Diária,145961,600,300.0,2,sim,5.0,1.0,MG,1
MG,2025-02-01,Diária,145962,600,300.0,2,sim,6.0,8.0,MG,1
MG,2025-02-01,Diária,145964,600,300.0,2,sim,4.0,1.0,MG,1
MG,2025-02-01,Diária,145965,600,300.0,2,sim,17.0,21.0,MG,1
SP_RM,2025-03-01,Coleta/Entrega,145985,220,220.0,1,sim,12.0,2.0,SP_RM,1
SP,2025-02-01,Diária,146023,3162,395.25,8,sim,3.0,1.0,SP,1
SP,2025-02-01,Diária,146034,750,375.0,2,sim,2.0,1.0,SP,1
SP,2025-03-01,Coleta/Entrega,146061,270,270.0,1,sim,12.0,1.0,SP,1
SP,2025-02-01,Diária,146076,3720,372.0,10,nao,5.0,2.0,SP,0
SP,2025-02-01,Diária,146078,3720,372.0,10,nao,11.0,7.0,SP,0
SP,2025-02-01,Diária,146079,3720,372.0,10,nao,6.0,26.0,SP,0
SP,2025-02-01,Diária,146093,3720,372.0,10,nao,15.0,10.0,SP,0
SP,2025-03-01,Diária,146094,2604,372.0,7,nao,6.0,2.0,SP,0
SP_RM,2025-03-01,Diária,146114,312,312.0,1,nao,10.0,1.0,SP_RM,0
SP_RM,2025-03-01,Coleta/Entrega,146135,4680,292.5,16,sim,19.0,13.0,SP_RM,1
SP,2025-03-01,Coleta/Entrega,146137,164,164.0,1,nao,12.0,3.0,SP,0
CE,2025-02-01,Coleta/Entrega,146167,312,312.0,1,sim,9.0,1.0,CE,1
SP_RM,2025-03-01,Coleta/Entrega,146175,220,220.0,1,sim,11.0,1.0,SP_RM,1
PE,2025-03-01,Ajudante,146186,625,104.16666666666667,6,nao,18.0,7.0,PE,0
SP_RM,2025-02-01,Coleta/Entrega,146196,780,260.0,3,sim,12.0,2.0,SP_RM,1
SP_RM,2025-02-01,Ajudante,146197,120,120.0,1,nao,15.0,13.0,SP_RM,0
SP_RM,2025-03-01,Coleta/Entrega,146200,260,260.0,1,sim,11.0,1.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,146201,260,260.0,1,nao,10.0,4.0,SP_RM,0
RS,2025-03-01,Ajudante,146205,900,180.0,5,nao,7.0,1.0,RS,0
PR,2025-03-01,Diária,146206,3050,305.0,10,nao,5.0,1.0,PR,0
SP_RM,2025-03-01,Diária,146314,12276,372.0,33,sim,7.0,3.0,SP_RM,1
SP_RM,2025-02-01,Diária,146333,810,270.0,3,sim,5.0,1.0,SP_RM,1
PR,2025-02-01,Diária,146341,5812,363.25,16,sim,3.0,2.0,PR,1
SP,2025-02-01,Ajudante,146356,150,150.0,1,nao,8.0,3.0,SP,0
SC,2025-03-01,Coleta/Entrega,146365,880,220.0,4,sim,10.0,10.0,SC,1
SC,2025-03-01,Coleta/Entrega,146369,2650,265.0,10,sim,12.0,2.0,SC,1
SC,2025-03-01,Coleta/Entrega,146370,795,265.0,3,sim,11.0,2.0,SC,1
SP_RM,2025-03-01,Coleta/Entrega,146374,220,220.0,1,sim,12.0,2.0,SP_RM,1
SC,2025-03-01,Ajudante,146380,160,160.0,1,sim,5.0,1.0,SC,1
SP,2025-02-01,Coleta/Entrega,146381,250,250.0,1,nao,11.0,2.0,SP,0
RS,2025-03-01,Coleta/Entrega,146389,810,270.0,3,sim,3.0,1.0,RS,1
SP_RM,2025-03-01,Coleta/Entrega,146405,660,330.0,2,nao,4.0,1.0,SP_RM,0
SP_RM,2025-03-01,Coleta/Entrega,146406,660,330.0,2,nao,10.0,7.0,SP_RM,0
SP_RM,2025-03-01,Coleta/Entrega,146412,260,260.0,1,nao,12.0,2.0,SP_RM,0
RS,2025-03-01,Ajudante,146421,180,180.0,1,nao,6.0,1.0,RS,0
RS,2025-03-01,Ajudante,146434,1080,180.0,6,sim,2.0,2.0,RS,1
SP_RM,2025-03-01,Coleta/Entrega,146436,1980,220.0,9,sim,12.0,2.0,SP_RM,1
SP,2025-03-01,Ajudante,146448,600,200.0,3,sim,12.0,3.0,SP,1
SP,2025-03-01,Ajudante,146449,600,200.0,3,nao,1.0,1.0,SP,0
SP,2025-03-01,Ajudante,146450,600,200.0,3,sim,4.0,1.0,SP,1
SP,2025-03-01,Ajudante,146451,600,200.0,3,sim,10.0,4.0,SP,1
SP_RM,2025-03-01,Ajudante,146466,110,110.0,1,nao,5.0,1.0,SP_RM,0
SC,2025-03-01,Ajudante,146490,520,260.0,2,sim,5.0,1.0,SC,1
MA,2025-03-01,Ajudante,146500,100,100.0,1,sim,2.0,1.0,MA,1
SP_RM,2025-02-01,Diária,146515,744,372.0,2,sim,6.0,3.0,SP_RM,1
SP_RM,2025-02-01,Diária,146518,1116,372.0,3,sim,4.0,6.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,146524,120,120.0,1,nao,2.0,1.0,SP_RM,0
RS,2025-03-01,Ajudante,146549,600,200.0,3,nao,10.0,2.0,RS,0
SP,2025-03-01,Ajudante,146577,120,120.0,1,nao,5.0,1.0,SP,0
SP,2025-03-01,Ajudante,146578,120,120.0,1,nao,4.0,1.0,SP,0
MG,2025-03-01,Ajudante,146597,450,150.0,3,sim,11.0,2.0,MG,1
MG,2025-03-01,Ajudante,146598,450,150.0,3,sim,7.0,11.0,MG,1
MG,2025-03-01,Ajudante,146599,150,150.0,1,sim,8.0,3.0,MG,1
MG,2025-03-01,Ajudante,146601,600,150.0,4,sim,9.0,1.0,MG,1
MG,2025-03-01,Ajudante,146602,150,150.0,1,sim,9.0,1.0,MG,1
MG,2025-03-01,Ajudante,146604,150,150.0,1,sim,5.0,2.0,MG,1
MG,2025-03-01,Ajudante,146605,600,150.0,4,sim,10.0,2.0,MG,1
MG,2025-03-01,Ajudante,146608,150,150.0,1,sim,12.0,1.0,MG,1
MG,2025-03-01,Ajudante,146610,450,150.0,3,sim,6.0,1.0,MG,1
MG,2025-03-01,Ajudante,146611,150,150.0,1,sim,3.0,2.0,MG,1
MG,2025-03-01,Ajudante,146613,150,150.0,1,sim,15.0,3.0,MG,1
MG,2025-03-01,Ajudante,146614,600,150.0,4,sim,8.0,1.0,MG,1
SP,2025-03-01,Ajudante,146703,750,150.0,5,sim,11.0,2.0,SP,1
SP_RM,2025-03-01,Ajudante,146710,150,150.0,1,sim,5.0,1.0,SP_RM,1
ES,2025-03-01,Diária,146732,5490,305.0,18,sim,4.0,1.0,ES,1
SC,2025-03-01,Ajudante,146738,150,150.0,1,sim,5.0,2.0,SC,1
MT,2025-03-01,Diária,146751,2970,330.0,9,sim,9.0,13.0,MT,1
SP_RM,2025-03-01,Ajudante,146758,510,127.5,4,sim,9.0,1.0,SP_RM,1
SP,2025-03-01,Diária,146767,7930,305.0,26,nao,8.0,12.0,SP,0
SP,2025-03-01,Diária,146768,6710,305.0,22,sim,5.0,2.0,SP,1
RJ,2025-03-01,Coleta/Entrega,146791,260,260.0,1,nao,10.0,4.0,RJ,0
SP_RM,2025-03-01,Ajudante,146801,1280,160.0,8,sim,10.0,3.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,146806,450,150.0,3,sim,6.0,1.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,146811,840,140.0,6,sim,11.0,1.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,146816,140,140.0,1,sim,12.0,1.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,146818,700,140.0,5,sim,11.0,1.0,SP_RM,1
MS,2025-03-01,Ajudante,146832,750,150.0,5,nao,5.0,1.0,MS,0
MS,2025-03-01,Ajudante,146834,750,150.0,5,nao,5.0,1.0,MS,0
SP,2025-03-01,Diária,146854,4575,305.0,15,sim,16.0,9.0,SP,1
SP,2025-03-01,Coleta/Entrega,146862,266,266.0,1,nao,10.0,2.0,SP,0
SP,2025-03-01,Diária,146864,6324,372.0,17,sim,6.0,5.0,SP,1
RS,2025-03-01,Diária,146884,780,260.0,3,nao,7.0,6.0,RS,0
SP_RM,2025-03-01,Coleta/Entrega,146886,260,260.0,1,sim,11.0,2.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,146887,150,150.0,1,nao,20.0,27.0,SP_RM,0
SP_RM,2025-03-01,Diária,146888,1647,329.4,5,sim,9.0,10.0,SP_RM,1
SP,2025-03-01,Diária,146897,9150,305.0,30,sim,2.0,1.0,SP,1
SP_RM,2025-03-01,Ajudante,146898,130,130.0,1,sim,3.0,1.0,SP_RM,1
PR,2025-03-01,Diária,146907,915,305.0,3,nao,18.0,6.0,PR,0
MT,2025-03-01,Diária,146925,5543,307.94444444444446,18,sim,4.0,3.0,MT,1
SC,2025-03-01,Diária,146928,915,305.0,3,sim,10.0,4.0,SC,1
SP,2025-03-01,Diária,146930,2762,345.25,8,sim,6.0,2.0,SP,1
SC,2025-03-01,Ajudante,146932,180,180.0,1,sim,3.0,1.0,SC,1
RS,2025-03-01,Ajudante,146941,180,180.0,1,sim,1.0,1.0,RS,1
RS,2025-03-01,Ajudante,146943,720,180.0,4,sim,6.0,1.0,RS,1
RS,2025-03-01,Coleta/Entrega,146947,660,220.0,3,sim,7.0,18.0,RS,1
SP_RM,2025-03-01,Coleta/Entrega,146948,260,260.0,1,nao,4.0,3.0,SP_RM,0
PR,2025-03-01,Diária,146959,6325,225.89285714285714,28,sim,3.0,4.0,PR,1
SP,2025-03-01,Coleta/Entrega,146968,2710,271.0,10,sim,1.0,1.0,SP,1
SP_RM,2025-03-01,Coleta/Entrega,146976,220,220.0,1,sim,1.0,1.0,SP_RM,1
SP_RM,2025-03-01,Diária,146977,2994,427.7142857142857,7,sim,8.0,7.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,146979,456,228.0,2,sim,6.0,3.0,SP_RM,1
SC,2025-03-01,Coleta/Entrega,146981,220,220.0,1,sim,12.0,33.0,SC,1
SP_RM,2025-03-01,Ajudante,146986,150,150.0,1,nao,11.0,2.0,SP_RM,0
SC,2025-03-01,Coleta/Entrega,146989,1320,220.0,6,sim,6.0,9.0,SC,1
SP,2025-03-01,Diária,146992,539,269.5,2,sim,7.0,6.0,SP,1
RJ,2025-03-01,Diária,146997,305,305.0,1,sim,9.0,2.0,RJ,1
SC,2025-03-01,Coleta/Entrega,147004,780,260.0,3,sim,14.0,8.0,SC,1
SP_RM,2025-03-01,Ajudante,147025,600,150.0,4,sim,12.0,2.0,SP_RM,1
MG,2025-03-01,Diária,147030,460,230.0,2,sim,4.0,25.0,MG,1
SP_RM,2025-03-01,Coleta/Entrega,147032,440,220.0,2,sim,9.0,6.0,SP_RM,1
SP,2025-03-01,Diária,147035,7015,305.0,23,sim,23.0,8.0,SP,1
SP,2025-03-01,Ajudante,147043,150,150.0,1,sim,6.0,4.0,SP,1
SP,2025-03-01,Coleta/Entrega,147046,270,270.0,1,sim,8.0,4.0,SP,1
SP,2025-03-01,Diária,147051,12810,305.0,42,sim,1.0,1.0,SP,1
PR,2025-03-01,Diária,147063,1220,305.0,4,nao,8.0,3.0,PR,0
PR,2025-03-01,Diária,147100,7560,280.0,27,sim,19.0,6.0,PR,1
SP_RM,2025-03-01,Diária,147112,855,427.5,2,sim,3.0,1.0,SP_RM,1
SC,2025-03-01,Diária,147133,1358,271.6,5,sim,4.0,1.0,SC,1
SP,2025-03-01,Ajudante,147151,150,150.0,1,sim,11.0,1.0,SP,1
SP,2025-03-01,Ajudante,147152,150,150.0,1,nao,8.0,1.0,SP,0
SP_RM,2025-03-01,Ajudante,147166,300,150.0,2,sim,12.0,3.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,147190,260,130.0,2,sim,4.0,3.0,SP_RM,1
SP,2025-03-01,Coleta/Entrega,147208,240,240.0,1,sim,5.0,1.0,SP,1
SP,2025-03-01,Ajudante,147210,170,170.0,1,nao,11.0,2.0,SP,0
SP_RM,2025-03-01,Ajudante,147214,150,150.0,1,sim,18.0,27.0,SP_RM,1
MG,2025-03-01,Ajudante,147220,125,125.0,1,nao,2.0,1.0,MG,0
RS,2025-03-01,Diária,147225,915,305.0,3,nao,8.0,8.0,RS,0
SP_RM,2025-03-01,Diária,147229,305,305.0,1,sim,14.0,21.0,SP_RM,1
MG,2025-03-01,Diária,147256,1830,366.0,5,nao,1.0,1.0,MG,0
SC,2025-03-01,Coleta/Entrega,147258,6710,223.66666666666666,30,nao,14.0,9.0,SC,0
SC,2025-03-01,Diária,147265,1898,316.3333333333333,6,sim,2.0,1.0,SC,1
SP_RM,2025-03-01,Coleta/Entrega,147288,384,192.0,2,nao,14.0,16.0,SP_RM,0
SP,2025-03-01,Diária,147302,260,260.0,1,nao,1.0,1.0,SP,0
SC,2025-03-01,Ajudante,147304,360,180.0,2,sim,5.0,1.0,SC,1
PR,2025-03-01,Ajudante,147325,180,180.0,1,nao,2.0,1.0,PR,0
SP_RM,2025-03-01,Ajudante,147327,300,150.0,2,nao,11.0,2.0,SP_RM,0
SP_RM,2025-03-01,Ajudante,147328,300,150.0,2,nao,12.0,1.0,SP_RM,0
SP_RM,2025-03-01,Ajudante,147329,300,150.0,2,nao,10.0,2.0,SP_RM,0
SP_RM,2025-03-01,Diária,147335,2440,305.0,8,sim,3.0,1.0,SP_RM,1
MA,2025-03-01,Ajudante,147338,320,160.0,2,sim,2.0,1.0,MA,1
PR,2025-03-01,Diária,147345,3562,395.77777777777777,9,sim,3.0,1.0,PR,1
RS,2025-03-01,Ajudante,147369,150,150.0,1,sim,11.0,10.0,RS,1
RS,2025-03-01,Coleta/Entrega,147371,750,250.0,3,nao,11.0,16.0,RS,0
SP_RM,2025-03-01,Diária,147377,1711,427.75,4,sim,1.0,1.0,SP_RM,1
PR,2025-03-01,Diária,147381,3355,305.0,11,sim,5.0,5.0,PR,1
SP,2025-03-01,Ajudante,147382,340,170.0,2,sim,11.0,2.0,SP,1
