uf,mes,de_type,freight_id,price,price_por_dia,contract_days,encontrou_motorista,qt_atividades_falcon,qt_horas_falcon,uf_ajustado,sucesso
MG,2025-03-01,Ajudante,147394,125,125.0,1,sim,3.0,2.0,MG,1
SP_RM,2025-03-01,Ajudante,147397,180,180.0,1,nao,8.0,32.0,SP_RM,0
SP,2025-03-01,Diária,147422,305,305.0,1,sim,17.0,4.0,SP,1
SP_RM,2025-03-01,Ajudante,147423,200,200.0,1,nao,11.0,1.0,SP_RM,0
SP_RM,2025-03-01,Ajudante,147424,170,170.0,1,nao,11.0,1.0,SP_RM,0
SP_RM,2025-03-01,Ajudante,147443,680,170.0,4,sim,13.0,8.0,SP_RM,1
SP,2025-03-01,Diária,147446,220,220.0,1,sim,4.0,3.0,SP,1
SC,2025-03-01,Coleta/Entrega,147452,220,220.0,1,nao,1.0,1.0,SC,0
MG,2025-03-01,Diária,147454,805,268.3333333333333,3,sim,3.0,1.0,MG,1
PR,2025-03-01,Diária,147455,7625,305.0,25,sim,14.0,4.0,PR,1
MT,2025-03-01,Diária,147458,1830,305.0,6,nao,6.0,2.0,MT,0
RS,2025-03-01,Coleta/Entrega,147463,276,276.0,1,sim,2.0,1.0,RS,1
SP_RM,2025-03-01,Ajudante,147480,155,155.0,1,sim,5.0,1.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,147481,155,155.0,1,sim,9.0,2.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,147502,660,330.0,2,sim,16.0,8.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,147532,170,170.0,1,sim,10.0,2.0,SP_RM,1
SC,2025-03-01,Diária,147548,7320,305.0,24,nao,3.0,1.0,SC,0
SP,2025-03-01,Coleta/Entrega,147558,231,231.0,1,sim,4.0,1.0,SP,1
SP_RM,2025-03-01,Ajudante,147591,150,150.0,1,sim,12.0,2.0,SP_RM,1
SP_RM,2025-03-01,Diária,147616,305,305.0,1,sim,1.0,1.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,147627,180,180.0,1,sim,10.0,2.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,147631,180,180.0,1,sim,11.0,1.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,147635,180,180.0,1,nao,8.0,2.0,SP_RM,0
SP_RM,2025-03-01,Ajudante,147652,360,180.0,2,nao,11.0,7.0,SP_RM,0
SP_RM,2025-03-01,Ajudante,147656,180,180.0,1,sim,11.0,1.0,SP_RM,1
SP,2025-03-01,Diária,147677,7812,372.0,21,sim,6.0,1.0,SP,1
SP,2025-03-01,Diária,147679,5952,372.0,16,sim,4.0,1.0,SP,1
SP,2025-03-01,Ajudante,147681,160,160.0,1,nao,9.0,1.0,SP,0
MT,2025-03-01,Ajudante,147684,251,251.0,1,nao,12.0,4.0,MT,0
PR,2025-03-01,Diária,147685,2145,357.5,6,sim,7.0,1.0,PR,1
MT,2025-03-01,Ajudante,147687,251,251.0,1,nao,1.0,1.0,MT,0
SP,2025-03-01,Ajudante,147688,160,160.0,1,sim,8.0,1.0,SP,1
SP,2025-03-01,Diária,147689,610,305.0,2,sim,13.0,3.0,SP,1
BA,2025-03-01,Diária,147695,975,325.0,3,nao,6.0,4.0,BA,0
SP,2025-03-01,Diária,147697,6710,305.0,22,sim,5.0,2.0,SP,1
SP_RM,2025-03-01,Diária,147709,2887,360.875,8,sim,8.0,3.0,SP_RM,1
SP_RM,2025-03-01,Diária,147711,1700,340.0,5,sim,3.0,2.0,SP_RM,1
SP_RM,2025-03-01,Diária,147712,1700,340.0,5,sim,1.0,1.0,SP_RM,1
SP,2025-03-01,Coleta/Entrega,147716,238,238.0,1,nao,4.0,1.0,SP,0
SP,2025-03-01,Coleta/Entrega,147722,240,240.0,1,nao,6.0,3.0,SP,0
SP,2025-03-01,Coleta/Entrega,147725,240,240.0,1,sim,2.0,1.0,SP,1
SP,2025-03-01,Diária,147736,1116,372.0,3,nao,1.0,1.0,SP,0
SP,2025-03-01,Diária,147737,1116,372.0,3,nao,21.0,6.0,SP,0
SC,2025-03-01,Ajudante,147757,190,190.0,1,nao,8.0,5.0,SC,0
PR,2025-03-01,Diária,147759,8450,325.0,26,sim,3.0,1.0,PR,1
SP_RM,2025-03-01,Coleta/Entrega,147760,260,260.0,1,sim,9.0,5.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,147762,125,125.0,1,nao,8.0,3.0,SP_RM,0
SP_RM,2025-03-01,Ajudante,147763,125,125.0,1,sim,11.0,1.0,SP_RM,1
SP,2025-03-01,Coleta/Entrega,147780,230,230.0,1,nao,2.0,1.0,SP,0
SP_RM,2025-03-01,Ajudante,147805,300,150.0,2,sim,12.0,2.0,SP_RM,1
SP,2025-03-01,Ajudante,147806,180,180.0,1,nao,2.0,1.0,SP,0
SP_RM,2025-03-01,Diária,147808,305,305.0,1,nao,4.0,1.0,SP_RM,0
MG,2025-03-01,Diária,147811,8775,325.0,27,sim,6.0,5.0,MG,1
MT,2025-03-01,Ajudante,147817,750,150.0,5,nao,3.0,1.0,MT,0
SP,2025-03-01,Diária,147822,2535,362.14285714285717,7,sim,2.0,1.0,SP,1
SP,2025-03-01,Diária,147825,10862,417.7692307692308,26,sim,4.0,1.0,SP,1
PB,2025-03-01,Ajudante,147835,160,160.0,1,nao,9.0,1.0,PB,0
SP,2025-03-01,Diária,147841,1116,372.0,3,nao,5.0,6.0,SP,0
SP,2025-03-01,Diária,147846,1116,372.0,3,nao,8.0,2.0,SP,0
SP,2025-03-01,Diária,147859,7068,372.0,19,sim,10.0,10.0,SP,1
PR,2025-03-01,Diária,147862,2250,375.0,6,sim,1.0,1.0,PR,1
PR,2025-03-01,Coleta/Entrega,147872,924,231.0,4,nao,6.0,3.0,PR,0
SP_RM,2025-03-01,Ajudante,147876,520,130.0,4,nao,11.0,3.0,SP_RM,0
RS,2025-03-01,Ajudante,147893,320,160.0,2,nao,7.0,2.0,RS,0
RS,2025-03-01,Ajudante,147894,320,160.0,2,nao,1.0,1.0,RS,0
SP,2025-03-01,Coleta/Entrega,147903,520,260.0,2,sim,1.0,1.0,SP,1
SP_RM,2025-03-01,Ajudante,147904,300,150.0,2,sim,12.0,2.0,SP_RM,1
ES,2025-03-01,Diária,147961,1525,305.0,5,sim,7.0,4.0,ES,1
RS,2025-03-01,Ajudante,147964,150,150.0,1,nao,1.0,1.0,RS,0
RS,2025-03-01,Ajudante,147967,150,150.0,1,nao,9.0,1.0,RS,0
SP_RM,2025-03-01,Coleta/Entrega,148000,1680,280.0,6,sim,1.0,1.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,148001,560,280.0,2,nao,2.0,1.0,SP_RM,0
RS,2025-03-01,Coleta/Entrega,148012,880,220.0,4,sim,17.0,8.0,RS,1
RS,2025-03-01,Coleta/Entrega,148016,1500,250.0,6,sim,7.0,2.0,RS,1
RS,2025-03-01,Diária,148023,1860,372.0,5,sim,2.0,1.0,RS,1
RS,2025-03-01,Diária,148024,1116,372.0,3,nao,11.0,5.0,RS,0
ES,2025-03-01,Coleta/Entrega,148026,220,220.0,1,sim,5.0,1.0,ES,1
MG,2025-03-01,Ajudante,148045,750,150.0,5,sim,8.0,1.0,MG,1
MG,2025-03-01,Ajudante,148046,600,150.0,4,sim,9.0,3.0,MG,1
MA,2025-03-01,Ajudante,148056,125,125.0,1,sim,13.0,2.0,MA,1
SP,2025-03-01,Diária,148057,4880,305.0,16,sim,3.0,15.0,SP,1
PR,2025-03-01,Diária,148079,305,305.0,1,sim,6.0,1.0,PR,1
SP_RM,2025-03-01,Diária,148097,10044,372.0,27,nao,4.0,1.0,SP_RM,0
CE,2025-03-01,Ajudante,148114,150,150.0,1,sim,6.0,2.0,CE,1
SP_RM,2025-03-01,Ajudante,148141,750,150.0,5,sim,9.0,2.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,148145,750,150.0,5,sim,7.0,2.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,148147,600,150.0,4,sim,7.0,1.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,148153,140,140.0,1,sim,4.0,2.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,148171,140,140.0,1,sim,6.0,1.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,148178,280,140.0,2,sim,7.0,1.0,SP_RM,1
PR,2025-03-01,Diária,148182,1185,395.0,3,nao,23.0,13.0,PR,0
SP,2025-03-01,Diária,148219,3812,293.2307692307692,13,sim,7.0,2.0,SP,1
SC,2025-03-01,Coleta/Entrega,148259,780,260.0,3,sim,11.0,2.0,SC,1
SP_RM,2025-03-01,Ajudante,148272,150,150.0,1,nao,11.0,3.0,SP_RM,0
RS,2025-03-01,Ajudante,148292,120,120.0,1,nao,5.0,1.0,RS,0
RS,2025-03-01,Ajudante,148293,200,200.0,1,sim,7.0,2.0,RS,1
RS,2025-03-01,Coleta/Entrega,148295,231,231.0,1,sim,10.0,3.0,RS,1
PB,2025-03-01,Ajudante,148315,125,125.0,1,nao,12.0,2.0,PB,0
SP_RM,2025-03-01,Ajudante,148342,180,180.0,1,nao,8.0,1.0,SP_RM,0
SP_RM,2025-03-01,Coleta/Entrega,148355,840,280.0,3,nao,1.0,1.0,SP_RM,0
SC,2025-03-01,Diária,148382,305,305.0,1,sim,11.0,14.0,SC,1
SP,2025-03-01,Ajudante,148395,800,200.0,4,sim,10.0,2.0,SP,1
GO,2025-03-01,Coleta/Entrega,148412,695,231.66666666666666,3,sim,11.0,9.0,GO,1
RS,2025-03-01,Ajudante,148418,200,200.0,1,nao,5.0,1.0,RS,0
RS,2025-03-01,Ajudante,148419,200,200.0,1,sim,5.0,1.0,RS,1
SP,2025-03-01,Ajudante,148438,900,150.0,6,sim,10.0,2.0,SP,1
SP,2025-03-01,Ajudante,148441,450,150.0,3,sim,9.0,3.0,SP,1
SP,2025-03-01,Ajudante,148454,750,150.0,5,sim,5.0,1.0,SP,1
PR,2025-03-01,Diária,148460,820,273.3333333333333,3,sim,4.0,1.0,PR,1
SC,2025-03-01,Ajudante,148467,720,144.0,5,sim,4.0,1.0,SC,1
SP_RM,2025-03-01,Ajudante,148475,150,150.0,1,sim,14.0,4.0,SP_RM,1
SC,2025-03-01,Coleta/Entrega,148476,533,266.5,2,sim,9.0,8.0,SC,1
GO,2025-03-01,Coleta/Entrega,148482,4840,220.0,22,sim,1.0,1.0,GO,1
SP_RM,2025-03-01,Ajudante,148502,1800,200.0,9,sim,11.0,1.0,SP_RM,1
PB,2025-03-01,Ajudante,148508,100,100.0,1,sim,12.0,2.0,PB,1
SP_RM,2025-03-01,Ajudante,148531,1700,170.0,10,nao,10.0,2.0,SP_RM,0
SP_RM,2025-03-01,Ajudante,148533,1700,170.0,10,nao,10.0,2.0,SP_RM,0
SP,2025-03-01,Ajudante,148537,750,150.0,5,sim,6.0,1.0,SP,1
SP,2025-03-01,Diária,148582,3720,372.0,10,sim,8.0,2.0,SP,1
SP_RM,2025-03-01,Coleta/Entrega,148634,924,231.0,4,sim,8.0,2.0,SP_RM,1
SP,2025-03-01,Ajudante,148644,100,100.0,1,nao,10.0,2.0,SP,0
SC,2025-03-01,Coleta/Entrega,148716,682,227.33333333333334,3,sim,7.0,4.0,SC,1
MG,2025-03-01,Diária,148730,660,220.0,3,nao,2.0,1.0,MG,0
RS,2025-03-01,Ajudante,148732,180,180.0,1,nao,5.0,1.0,RS,0
MG,2025-03-01,Diária,148733,880,220.0,4,nao,10.0,6.0,MG,0
SP,2025-03-01,Diária,148754,305,305.0,1,sim,13.0,21.0,SP,1
SP,2025-03-01,Ajudante,148762,175,175.0,1,nao,16.0,7.0,SP,0
SC,2025-03-01,Diária,148775,520,260.0,2,nao,5.0,2.0,SC,0
MG,2025-03-01,Coleta/Entrega,148798,286,286.0,1,sim,9.0,12.0,MG,1
SP,2025-03-01,Diária,148809,3965,305.0,13,sim,16.0,6.0,SP,1
SP,2025-03-01,Ajudante,148821,260,130.0,2,nao,2.0,1.0,SP,0
SC,2025-03-01,Ajudante,148828,540,180.0,3,sim,6.0,2.0,SC,1
SP,2025-03-01,Diária,148831,5795,305.0,19,nao,7.0,19.0,SP,0
SP,2025-03-01,Diária,148839,830,276.6666666666667,3,nao,5.0,2.0,SP,0
PR,2025-03-01,Ajudante,148840,570,190.0,3,sim,2.0,1.0,PR,1
PR,2025-03-01,Ajudante,148841,570,190.0,3,sim,3.0,1.0,PR,1
PR,2025-03-01,Diária,148844,460,230.0,2,nao,1.0,1.0,PR,0
SP,2025-03-01,Ajudante,148852,300,150.0,2,nao,5.0,1.0,SP,0
SP_RM,2025-03-01,Ajudante,148855,150,150.0,1,sim,11.0,2.0,SP_RM,1
PR,2025-03-01,Ajudante,148858,120,120.0,1,nao,9.0,1.0,PR,0
MG,2025-03-01,Ajudante,148889,450,150.0,3,sim,10.0,2.0,MG,1
SP_RM,2025-03-01,Coleta/Entrega,148893,260,260.0,1,nao,8.0,5.0,SP_RM,0
SP,2025-03-01,Diária,148898,2440,305.0,8,sim,8.0,4.0,SP,1
SP_RM,2025-03-01,Ajudante,148906,1250,113.63636363636364,11,sim,11.0,1.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,148908,7420,274.81481481481484,27,sim,8.0,1.0,SP_RM,1
SP,2025-03-01,Coleta/Entrega,148909,270,270.0,1,sim,20.0,15.0,SP,1
SP,2025-03-01,Coleta/Entrega,148911,690,230.0,3,sim,4.0,2.0,SP,1
SP,2025-03-01,Coleta/Entrega,148913,270,270.0,1,nao,7.0,3.0,SP,0
SP,2025-03-01,Diária,148957,10540,340.0,31,nao,3.0,3.0,SP,0
PB,2025-03-01,Coleta/Entrega,148964,880,220.0,4,sim,3.0,1.0,PB,1
SP_RM,2025-03-01,Ajudante,148980,450,150.0,3,sim,10.0,2.0,SP_RM,1
SP,2025-03-01,Diária,148987,1525,305.0,5,sim,15.0,4.0,SP,1
MG,2025-03-01,Ajudante,149023,150,150.0,1,sim,4.0,1.0,MG,1
MG,2025-03-01,Diária,149060,260,260.0,1,nao,7.0,2.0,MG,0
MG,2025-03-01,Diária,149061,260,260.0,1,sim,5.0,1.0,MG,1
MG,2025-03-01,Ajudante,149065,1650,150.0,11,sim,8.0,1.0,MG,1
SP_RM,2025-03-01,Coleta/Entrega,149074,260,260.0,1,sim,20.0,8.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,149075,260,260.0,1,nao,5.0,1.0,SP_RM,0
SC,2025-03-01,Diária,149088,1525,305.0,5,nao,12.0,6.0,SC,0
RS,2025-03-01,Ajudante,149093,150,150.0,1,nao,14.0,27.0,RS,0
RS,2025-03-01,Ajudante,149095,150,150.0,1,nao,8.0,1.0,RS,0
RS,2025-03-01,Ajudante,149097,150,150.0,1,nao,10.0,1.0,RS,0
SP_RM,2025-03-01,Diária,149108,1999,399.8,5,sim,4.0,1.0,SP_RM,1
PR,2025-03-01,Diária,149112,3250,325.0,10,sim,24.0,7.0,PR,1
SP_RM,2025-03-01,Diária,149116,1525,305.0,5,nao,14.0,3.0,SP_RM,0
SP,2025-03-01,Ajudante,149147,480,160.0,3,nao,8.0,2.0,SP,0
PR,2025-03-01,Ajudante,149156,150,150.0,1,nao,9.0,3.0,PR,0
PR,2025-03-01,Ajudante,149157,150,150.0,1,nao,7.0,2.0,PR,0
SC,2025-03-01,Ajudante,149162,150,150.0,1,sim,6.0,1.0,SC,1
SP,2025-03-01,Diária,149170,1830,305.0,6,nao,8.0,5.0,SP,0
SC,2025-03-01,Coleta/Entrega,149171,960,240.0,4,sim,11.0,7.0,SC,1
RS,2025-03-01,Ajudante,149174,150,150.0,1,nao,7.0,1.0,RS,0
RS,2025-03-01,Ajudante,149175,150,150.0,1,nao,1.0,1.0,RS,0
SP_RM,2025-03-01,Diária,149218,220,220.0,1,sim,3.0,1.0,SP_RM,1
MS,2025-03-01,Coleta/Entrega,149220,690,230.0,3,sim,10.0,6.0,MS,1
SP,2025-03-01,Diária,149222,372,372.0,1,nao,11.0,6.0,SP,0
SP_RM,2025-03-01,Diária,149227,372,372.0,1,sim,3.0,8.0,SP_RM,1
SP,2025-03-01,Diária,149236,2331,333.0,7,sim,6.0,2.0,SP,1
SP,2025-03-01,Coleta/Entrega,149245,1325,265.0,5,nao,17.0,9.0,SP,0
SP,2025-03-01,Diária,149252,4836,372.0,13,sim,20.0,6.0,SP,1
SP,2025-03-01,Ajudante,149265,150,150.0,1,nao,3.0,1.0,SP,0
SP,2025-03-01,Diária,149272,115,115.0,1,sim,10.0,19.0,SP,1
SP,2025-03-01,Diária,149273,610,305.0,2,sim,12.0,10.0,SP,1
MG,2025-03-01,Ajudante,149299,300,150.0,2,sim,10.0,2.0,MG,1
SC,2025-03-01,Diária,149315,7260,330.0,22,sim,3.0,1.0,SC,1
SP,2025-03-01,Ajudante,149321,200,200.0,1,sim,12.0,3.0,SP,1
SP,2025-03-01,Ajudante,149322,200,200.0,1,nao,6.0,2.0,SP,0
SP_RM,2025-03-01,Diária,149329,5687,355.4375,16,sim,9.0,4.0,SP_RM,1
SC,2025-03-01,Diária,149337,2860,260.0,11,nao,4.0,1.0,SC,0
SC,2025-03-01,Diária,149342,2340,260.0,9,sim,3.0,1.0,SC,1
SP_RM,2025-03-01,Diária,149350,3965,305.0,13,sim,18.0,6.0,SP_RM,1
SP,2025-03-01,Coleta/Entrega,149351,230,230.0,1,sim,5.0,2.0,SP,1
SP,2025-03-01,Coleta/Entrega,149356,230,230.0,1,nao,4.0,2.0,SP,0
PR,2025-03-01,Coleta/Entrega,149362,2300,230.0,10,sim,4.0,1.0,PR,1
PR,2025-03-01,Coleta/Entrega,149363,1610,201.25,8,nao,2.0,1.0,PR,0
RJ,2025-03-01,Diária,149364,1830,305.0,6,nao,4.0,10.0,RJ,0
SC,2025-03-01,Coleta/Entrega,149366,1320,165.0,8,nao,3.0,4.0,SC,0
SP_RM,2025-03-01,Coleta/Entrega,149371,270,270.0,1,sim,11.0,4.0,SP_RM,1
SP_RM,2025-03-01,Diária,149372,1300,260.0,5,sim,22.0,11.0,SP_RM,1
SC,2025-03-01,Ajudante,149376,155,155.0,1,nao,4.0,1.0,SC,0
SP_RM,2025-03-01,Diária,149378,610,305.0,2,sim,16.0,12.0,SP_RM,1
MT,2025-03-01,Coleta/Entrega,149385,1300,260.0,5,sim,2.0,1.0,MT,1
MT,2025-03-01,Ajudante,149386,150,150.0,1,nao,1.0,1.0,MT,0
SP_RM,2025-03-01,Coleta/Entrega,149388,328,164.0,2,nao,11.0,2.0,SP_RM,0
SP,2025-03-01,Diária,149391,1525,305.0,5,sim,3.0,32.0,SP,1
SP_RM,2025-03-01,Ajudante,149400,125,125.0,1,sim,11.0,2.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,149410,520,260.0,2,sim,9.0,5.0,SP_RM,1
SP,2025-03-01,Ajudante,149418,125,125.0,1,nao,1.0,1.0,SP,0
SP,2025-03-01,Ajudante,149419,125,125.0,1,nao,1.0,1.0,SP,0
SP,2025-03-01,Ajudante,149432,150,150.0,1,nao,8.0,2.0,SP,0
SP,2025-03-01,Coleta/Entrega,149434,250,250.0,1,nao,7.0,3.0,SP,0
PR,2025-03-01,Diária,149446,9455,305.0,31,sim,18.0,11.0,PR,1
SP,2025-03-01,Diária,149459,3965,305.0,13,sim,6.0,2.0,SP,1
SP,2025-03-01,Diária,149460,3050,305.0,10,sim,1.0,1.0,SP,1
SP_RM,2025-03-01,Diária,149461,915,305.0,3,sim,12.0,2.0,SP_RM,1
SP,2025-03-01,Ajudante,149469,1200,133.33333333333334,9,sim,9.0,1.0,SP,1
SP_RM,2025-03-01,Ajudante,149480,1250,416.6666666666667,3,nao,1.0,1.0,SP_RM,0
SP_RM,2025-03-01,Ajudante,149481,1250,416.6666666666667,3,nao,4.0,1.0,SP_RM,0
MG,2025-03-01,Ajudante,149483,150,150.0,1,nao,2.0,1.0,MG,0
MG,2025-03-01,Ajudante,149484,150,150.0,1,sim,3.0,2.0,MG,1
RS,2025-03-01,Diária,149485,3050,305.0,10,sim,1.0,1.0,RS,1
PR,2025-03-01,Ajudante,149489,125,125.0,1,sim,6.0,1.0,PR,1
SP_RM,2025-03-01,Diária,149492,312,312.0,1,nao,4.0,2.0,SP_RM,0
SP_RM,2025-03-01,Ajudante,149505,125,125.0,1,nao,11.0,2.0,SP_RM,0
SP,2025-03-01,Ajudante,149507,200,200.0,1,sim,7.0,1.0,SP,1
SP,2025-03-01,Diária,149514,3018,377.25,8,sim,4.0,1.0,SP,1
SP_RM,2025-03-01,Ajudante,149517,160,160.0,1,sim,12.0,2.0,SP_RM,1
SC,2025-03-01,Coleta/Entrega,149518,610,305.0,2,sim,12.0,3.0,SC,1
RS,2025-03-01,Coleta/Entrega,149521,1320,264.0,5,sim,9.0,3.0,RS,1
SP,2025-03-01,Diária,149530,152,152.0,1,sim,4.0,3.0,SP,1
SP_RM,2025-03-01,Ajudante,149532,250,125.0,2,sim,15.0,2.0,SP_RM,1
SP,2025-03-01,Coleta/Entrega,149545,260,260.0,1,nao,8.0,2.0,SP,0
SP,2025-03-01,Diária,149549,1830,305.0,6,nao,18.0,7.0,SP,0
SC,2025-03-01,Coleta/Entrega,149564,900,300.0,3,nao,9.0,3.0,SC,0
SC,2025-03-01,Coleta/Entrega,149576,1100,220.0,5,nao,8.0,6.0,SC,0
MG,2025-03-01,Coleta/Entrega,149587,283,283.0,1,sim,1.0,1.0,MG,1
MG,2025-03-01,Coleta/Entrega,149588,283,283.0,1,nao,6.0,2.0,MG,0
MG,2025-03-01,Coleta/Entrega,149589,283,283.0,1,nao,3.0,2.0,MG,0
MG,2025-03-01,Coleta/Entrega,149591,283,283.0,1,nao,6.0,3.0,MG,0
SP,2025-03-01,Ajudante,149611,230,230.0,1,sim,5.0,1.0,SP,1
SP_RM,2025-03-01,Ajudante,149613,150,150.0,1,sim,6.0,1.0,SP_RM,1
RJ,2025-03-01,Diária,149614,5185,305.0,17,sim,3.0,1.0,RJ,1
SP,2025-03-01,Diária,149616,2135,305.0,7,nao,3.0,14.0,SP,0
BA,2025-03-01,Ajudante,149624,100,100.0,1,sim,9.0,2.0,BA,1
BA,2025-03-01,Ajudante,149625,500,100.0,5,sim,12.0,3.0,BA,1
PR,2025-03-01,Ajudante,149639,850,170.0,5,sim,5.0,1.0,PR,1
SP_RM,2025-03-01,Ajudante,149653,170,170.0,1,sim,12.0,3.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,149654,170,170.0,1,sim,6.0,1.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,149659,440,220.0,2,sim,26.0,12.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,149663,440,220.0,2,sim,6.0,3.0,SP_RM,1
SP_RM,2025-03-01,Ajudante,149672,125,125.0,1,sim,11.0,2.0,SP_RM,1
SP,2025-03-01,Ajudante,149692,160,160.0,1,nao,12.0,1.0,SP,0
SP,2025-03-01,Ajudante,149694,160,160.0,1,nao,5.0,1.0,SP,0
SC,2025-03-01,Coleta/Entrega,149697,1100,220.0,5,sim,19.0,10.0,SC,1
MG,2025-03-01,Coleta/Entrega,149718,1903,271.85714285714283,7,sim,9.0,1.0,MG,1
MG,2025-03-01,Ajudante,149767,150,150.0,1,sim,8.0,2.0,MG,1
PR,2025-03-01,Coleta/Entrega,149772,260,260.0,1,sim,15.0,8.0,PR,1
MG,2025-03-01,Diária,149776,660,220.0,3,nao,3.0,13.0,MG,0
PR,2025-03-01,Diária,149790,4575,305.0,15,nao,16.0,30.0,PR,0
SP,2025-03-01,Coleta/Entrega,149804,720,240.0,3,sim,18.0,11.0,SP,1
SP_RM,2025-03-01,Diária,149822,1925,385.0,5,nao,7.0,6.0,SP_RM,0
SP_RM,2025-03-01,Coleta/Entrega,149837,1220,305.0,4,nao,15.0,12.0,SP_RM,0
MG,2025-03-01,Diária,149857,594,297.0,2,sim,12.0,7.0,MG,1
SP,2025-03-01,Diária,149862,2135,305.0,7,nao,7.0,2.0,SP,0
SC,2025-03-01,Coleta/Entrega,149868,3445,229.66666666666666,15,sim,15.0,5.0,SC,1
MG,2025-03-01,Diária,149884,1162,387.3333333333333,3,sim,5.0,2.0,MG,1
SP_RM,2025-03-01,Ajudante,149886,100,100.0,1,nao,12.0,2.0,SP_RM,0
PR,2025-03-01,Ajudante,149903,220,220.0,1,nao,3.0,1.0,PR,0
SP,2025-03-01,Coleta/Entrega,149905,610,305.0,2,sim,3.0,3.0,SP,1
SP,2025-03-01,Coleta/Entrega,149914,520,260.0,2,sim,6.0,5.0,SP,1
SP,2025-03-01,Coleta/Entrega,149915,1300,260.0,5,sim,7.0,2.0,SP,1
SP_RM,2025-03-01,Ajudante,149928,125,125.0,1,sim,9.0,2.0,SP_RM,1
DF,2025-03-01,Ajudante,149943,150,150.0,1,nao,12.0,5.0,"(AL, DF, PA, RN, SE)",0
SP_RM,2025-03-01,Ajudante,149983,125,125.0,1,nao,1.0,1.0,SP_RM,0
SP,2025-03-01,Ajudante,149990,120,120.0,1,nao,4.0,1.0,SP,0
SP_RM,2025-03-01,Diária,149993,2232,372.0,6,nao,9.0,5.0,SP_RM,0
SP_RM,2025-03-01,Coleta/Entrega,150001,440,220.0,2,sim,11.0,3.0,SP_RM,1
PR,2025-03-01,Diária,150026,5490,305.0,18,sim,12.0,4.0,PR,1
SP,2025-03-01,Diária,150050,7500,375.0,20,sim,2.0,1.0,SP,1
SP_RM,2025-03-01,Coleta/Entrega,150054,280,280.0,1,sim,9.0,2.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,150059,1100,220.0,5,sim,16.0,12.0,SP_RM,1
SP_RM,2025-03-01,Coleta/Entrega,150066,305,305.0,1,nao,14.0,16.0,SP_RM,0
SP_RM,2025-03-01,Coleta/Entrega,150071,610,305.0,2,nao,2.0,1.0,SP_RM,0
RJ,2025-03-01,Ajudante,150076,230,230.0,1,nao,10.0,2.0,RJ,0
RJ,2025-03-01,Ajudante,150077,460,230.0,2,sim,13.0,3.0,RJ,1
MG,2025-03-01,Coleta/Entrega,150122,2886,262.3636363636364,11,sim,9.0,2.0,MG,1
SP,2025-03-01,Ajudante,150189,320,160.0,2,nao,11.0,2.0,SP,0
MG,2025-03-01,Diária,150209,920,230.0,4,sim,3.0,2.0,MG,1
RS,2025-03-01,Diária,150214,9150,305.0,30,sim,1.0,1.0,RS,1
SP,2025-03-01,Diária,150218,5135,395.0,13,sim,13.0,6.0,SP,1
SP,2025-03-01,Ajudante,150233,150,150.0,1,sim,4.0,1.0,SP,1
SP_RM,2025-03-01,Coleta/Entrega,150249,660,220.0,3,sim,7.0,2.0,SP_RM,1
GO,2025-03-01,Diária,150254,1525,305.0,5,nao,8.0,2.0,GO,0
MG,2025-03-01,Diária,150256,3087,308.7,10,sim,20.0,10.0,MG,1
SP,2025-03-01,Diária,150262,372,372.0,1,nao,6.0,2.0,SP,0
SP_RM,2025-03-01,Diária,150264,2135,305.0,7,sim,6.0,22.0,SP_RM,1
MG,2025-03-01,Diária,150275,3050,305.0,10,sim,8.0,2.0,MG,1
SP,2025-03-01,Diária,150281,610,305.0,2,sim,13.0,3.0,SP,1
BA,2025-03-01,Diária,150284,1100,220.0,5,sim,3.0,1.0,BA,1
SP,2025-03-01,Diária,150303,5925,395.0,15,sim,8.0,5.0,SP,1
SP,2025-03-01,Ajudante,150306,150,150.0,1,sim,9.0,2.0,SP,1
SP,2025-03-01,Diária,150307,5600,350.0,16,sim,16.0,3.0,SP,1
SP_RM,2025-03-01,Coleta/Entrega,150314,210,210.0,1,sim,2.0,2.0,SP_RM,1
SP_RM,2025-03-01,Diária,150319,2745,305.0,9,sim,2.0,1.0,SP_RM,1
SP,2025-03-01,Ajudante,150322,125,125.0,1,nao,4.0,1.0,SP,0
